product,mean_price,price_std,price_volatility_percent
Alubukhar LOOSE KG FLYBERRY,788.0,6.922186552431734,0.8784500701055501
Apple Milk Shake,100.0,0.0,0.0
BABY CORN PEELED,39.0,0.0,0.0
BABY CORN PEELED SAMBERRY,190.0,0.0,0.0
BABY ORANGE,271.00879781420764,26.161126279599245,9.653238747449898
BABY POTATO,51.185878378378376,5.848595846257686,11.426190253146489
BACHALAKURA,67.72224719101123,6.215391457245458,9.177769071535515
BADAM FLAVOURED MILK 180ML  PP BOTTLE HERITAGE,30.0,0.0,0.0
BAILLEY  WATER 1LTR,19.902439024390244,0.4361695799101816,2.19153833043106
BAILLEY WATER  500ML,9.875833333333333,0.34659257411170613,3.509502058341468
BAJRA FLOUR 500G,46.241379310344826,2.7210183547156586,5.884379738012982
BAMBINO ROASTED VERMICELI 500G,70.0,0.0,0.0
BAMBINO ROASTED VERMICELLI 800G,117.0,0.0,0.0
BAMBINO VERMICELLI 500GM,53.0,0.0,0.0
BANANA CASHEWNUT LOAF 350g KALSAN FOODS,150.0,0.0,0.0
BANANA CHOCOCHIP LOAF 350g KALSAN FOODS,150.0,0.0,0.0
BANANA FLOWER,26.0,0.0,0.0
BANANA LEAF,5.0,0.0,0.0
BANANA TREE,59.0,0.0,0.0
BANANAJUICE,50.0,0.0,0.0
BANANAS 30g FLYBERRY GOURMET,49.0,0.0,0.0
BANDARU HALWA 250g VELLANKI FOODS,170.90277777777777,1.9367441985886438,1.1332432531359802
BANGINAPALLI MANGO LOOSE KGS,157.6916535433071,57.99986548648577,36.78055507900243
BARNYARD MILLET UDALU 500G,81.11111111111111,4.714045207910316,5.81183655769765
BASIL LEAF KG ENGLISH ITEM SAMBERRY,295.34375,41.41264367861114,14.021845283203433
BASMATHI RICE 1KG,140.0,0.0,0.0
BAT PAPAD 200G EVR,49.68888888888889,6.933333333333334,13.953488372093023
BEAUTY PEARS,375.0475824175824,70.09167445836319,18.688741840847886
BEET ROOT,39.98530054644809,7.06399606675666,17.66648235781276
BELGIAN CHOCOLATE 125g AMUL,178.2,5.69209978830308,3.1942198587559374
BELLAM KOMMULU 250g VELLANKI FOODS,137.06349206349208,4.07934615203979,2.9762456002143223
BELLAM SUNNIVUNDALU 250g VELLANKI FOODS,171.28571428571428,2.2010725787430014,1.2850298624854888
BESAN 500g,69.98118279569893,0.18146654657782468,0.2593076300347666
BIG BRINJAL BLUE,56.461357142857146,9.808360419363456,17.371811298383395
BIRYANI LEAFS 50G,25.0,0.0,0.0
BITTER CHOCOLATE 150g 90% BITTER AMUL,200.0,0.0,0.0
BITTER CHOCOLATE 150g AMUL,198.33333333333334,5.773502691896259,2.9110097606199625
BITTER GAURD KARAM PODI 100g VELLANKI FOODS,64.66666666666667,1.632993161855451,2.525247157508429
BITTER GOURD,58.36898876404494,10.544649275824938,18.065499332961544
BITTER GUARD PICKLE 250G VELLANKI FOODS,115.0,7.0710678118654755,6.148754619013457
BLACK GRAPES,132.47209523809522,13.983555637250252,10.555849978908597
BLACK PEPPER WHOLE 50G,75.0,0.0,0.0
BLACK ROUND BRINJAL,50.59836065573771,14.568356139060016,28.792150477325805
BLACK SEEDED GRAPES,244.77678571428572,100.4120829033509,41.02189781205654
BLUE BERRY,304.16511494252876,38.23634765218327,12.57091815391385
BOMBAY RAWA 500g,37.5,2.519157368278896,6.717752982077056
BOMBAY RAWA1Kg,64.96388888888889,0.342580079851574,0.5273392429408075
BOONDI 250g VELLANKI FOODS,145.5888888888889,2.1308559931824576,1.4636116872962006
BOONDI LADDU 250g VELLANKI FOODS,155.97560975609755,1.9895769985971001,1.275569303244427
BOONDI MITAI ATCHU 250g VELLANKI FOODS,152.52336448598132,4.363972991616344,2.861183272689637
BOORELU 250g VELLANKI FOODS,151.01190476190476,2.020938870557761,1.3382646048628453
BOTTLE GOURD,37.21841530054645,7.51901473863196,20.202404314945575
BRINTAN TOFU PANEER 200G,69.0,,
BRITANNIA MILK BIKIS 71GM,10.0,,
BROWN ANJEER BOX TURKEY,129.0,0.0,0.0
BROWN CHANA 500g,65.0,0.0,0.0
BROWN EGGS 6PC UPF HEALTHY U N V,96.84782608695652,14.59675365933482,15.071844406945045
BROWN RICE 5kg,395.0,0.0,0.0
BROWN RICE HMT 1kg,85.0,0.0,0.0
BUFFALO CURD 400g SIDS FARM,85.0,0.0,0.0
BUFFALO GHEE 250g  VELLANKI FOODS,225.0,0.0,0.0
BUFFALO GHEE 350g SIDS FARM,406.2162162162162,21.74362631405547,5.352722379374933
BUFFALO GHEE 500ml JIVIKA ORGANICS,499.0,0.0,0.0
BUSH BEANS,114.64371584699452,31.220340727282355,27.232491983206092
BUTTER GARLIC N HERBS 100g AMUL,68.50185185185185,2.4755781288373115,3.613884970863584
BUTTER MILK 170ML HERITAGE SACHET,10.0,0.0,0.0
BUTTER MILK PLAIN 200ml POUCH AKSHAYA KALPA,20.0,0.0,0.0
BUTTER MILK SPICED 200ml POUCH AKSHAYA KALPA,20.0,0.0,0.0
BUTTER SCHOOL PACK 100g AMUL,74.1891891891892,1.8684193830591107,2.5184523560359597
BUTTER UNSALTED 500G AMUL,304.45454545454544,10.357254813546263,3.4019051343388744
BUTTON MUSHROOM,48.91469945355191,1.1539244039600882,2.359054470028634
Banana Stem,29.0,0.0,0.0
Banana Yalakki,137.39494505494505,13.292022354941253,9.674316875068216
Beetroot Juice,70.0,0.0,0.0
Black Chilly,78.74098360655738,14.60442143327934,18.547420624376244
CABBAGE,24.739945355191256,4.391531122671585,17.750771311829507
CALIFORINA RED GRAPES,439.6092948717949,78.95083815455055,17.95931957661981
CALIFORNIA BLACK seedless GRAPES,349.0,,
CALIFORNIAN ALMOND PREMIUM KG FLYBERRY,1797.6623376623377,10.051983817832054,0.55916973990252
CALIFORNIAN ALMOND REGULAR KG  FLYBERRY,1050.0,0.0,0.0
CAPSICUM,71.63469945355192,16.584369603829632,23.15130757906365
CAPSICUM RED SAMBERRY,332.7814525139665,91.64907048887,27.540318066561593
CAPSICUM YELLOW SAMBERRY,337.52329608938544,93.40258748657406,27.672930600274327
CARROT,62.026721311475406,17.117814548166557,27.597484094326347
CARROT JUICE,70.0,0.0,0.0
CARROT N BEETROOT JUICE,70.0,0.0,0.0
CARRY BAG 8Kg HOLDING CAPACITY,11.99950819672131,0.006652991438591093,0.05544386761124864
CARRY BAG MEDIUM 5Kg HOLDING CAPACITY,6.0,0.0,0.0
CARRY BAG SML 1Kg HOLDING CAPACITY,3.0,0.0,0.0
CASHEW 320 COUNT 250 GM,300.0,0.0,0.0
CASHEW 320 KG FLYBERRY,1150.0,0.0,0.0
CASHEW BROKEN 2 PIECE  KGSFLYBERRY,1100.0,0.0,0.0
CASHEW TIKKA FLAVOUR FLYBERRY,1800.0,0.0,0.0
CASHEW WITH CHOCO COATED FLYBERRY,1100.0,0.0,0.0
CAULIFLOWER,34.70950819672131,6.059660281223161,17.458214178314293
CDM CRACKLE 36G,50.0,,
CHAKKI ATTA GODHUMA PINDI 1Kg,65.0,0.0,0.0
CHAMA DUMPA,45.53508196721312,7.048193196019053,15.478599997017692
CHAMANTHI FLOWERS POOLU KG LOOSE,436.0,0.0,0.0
CHANA DAL 1Kg,128.25,3.9686269665969047,3.094445977853337
CHANA DAL 250g VELLANKI FOODS,130.9090909090909,2.9193710406057054,2.2300751004626918
CHANA DAL 500g,65.24096385542168,1.0773766857825913,1.651380700276179
CHAT MURMURA 500 GM,62.63636363636363,12.27970870140028,19.604759900639053
CHEDDAR CHEESE 200g MILKY MIST,150.0,0.0,0.0
CHEESE BLOCK 200G HERITAGE,131.74074074074073,1.3471506281091261,1.0225770862790668
CHEESE BLOCK 200G MILKY MIST,143.0,4.216370213557838,2.948510638851635
CHEESE CUBES 120g HERITAGE,90.64230769230768,1.9866057898089813,2.1916981599284386
CHEESE CUBES 120g MILKY MIST,114.41666666666667,2.020725942163691,1.7661115299318495
CHEESE CUBES 200g MILKY MIST,169.0,8.215838362577491,4.86144281809319
CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL,135.0,0.0,0.0
CHEESE SLICE 100G MILKY MIST,78.74369047619048,1.0358778126785848,1.3155057966095716
CHEESE SLICES 100g AMUL 5PC PACK,85.57142857142857,0.9128709291752723,1.0667940741614201
CHEESE SLICES 100g HERITAGE,57.5,0.0,0.0
CHEESE SLICES 200g AMUL 10PC PACK,145.7225,1.9311714163211182,1.3252390099820675
CHEESE SLICES 200g HERITAGE,215.0,0.0,0.0
CHEESE SLICES 200g MILKYMIST,149.47727272727272,3.165869118066524,2.117960182376875
CHEESE SPREAD 200g AMUL,110.0,0.0,0.0
CHEESE SPREAD GARLI 200g MILKY MIST,119.16666666666667,2.0412414523193156,1.7129298900581669
CHEESE SPREAD GARLIC200G AMUL,112.0,2.8284271247461903,2.525381361380527
CHEESE SPREAD NATURAL OR PLAIN 200g MILKYMIST,118.33333333333333,2.88675134594813,2.439508179674476
CHEESE SPREAD PEPPER 200g MILKY MIST,120.0,0.0,0.0
CHEGODI 250g VELLANKI FOODS,145.55339743589744,3.8290857153136644,2.630708580333905
CHEKKARAKELI BANANA,123.7339010989011,9.062975049151662,7.324569070127016
CHERRY LOCAL ANAND,214.72340425531914,42.97405796203479,20.01368137351997
CHERRY TOMATO KG RED SAMBERRY,262.56874999999997,18.97420596550161,7.226376316870006
CHERUKU GADDALU,32.0,0.0,0.0
CHERUKU RASALU KG LOOSE,172.637,22.99372777425446,13.31911917738055
CHIA SEEDS KGS FLYBERRY,850.0,0.0,0.0
CHICKEN BONE LESS PICKLE 250g VELLANKI FOODS,354.1666666666667,10.20620726159657,2.8817526385684427
CHICKPEAS 50g FLYBERRY GOURMET,49.0,0.0,0.0
CHICOOS SAPOTA JUICE,58.125,10.606601717798213,18.24791693384639
CHICOOS(Sapota),83.0416091954023,11.923597662222203,14.358582134608211
CHIKKUDU SEED PACK,298.9984615384615,0.011094003924502627,0.003710388296789131
CHIKKUDUKAI,108.23793333333333,20.34186430372671,18.793655493292903
CHIKKUDUKAYA PICKLE 250g AHA,90.0,0.0,0.0
CHINNA RASALU KG LOOSE,141.61555555555555,25.5588086699856,18.04802344609588
CHINTA CHIGURU,475.4939622641509,44.09887894701139,9.274329948802412
CHOCOLATE 150G HBD PACK AMUL,200.0,0.0,0.0
CHOCOLATE MILK SHAKE 180ML HERITAGE,27.142857142857142,7.631802290167996,28.11716633219788
CHOUSA MANGO KG LOOSE,229.1764705882353,21.181463872091225,9.242425200861161
CHOWCHOW,46.0625,3.957587649060977,8.591777799861008
CINNAMON DALCHINI KG FLYBERRY,950.0,0.0,0.0
CLOVES 50g,90.0,0.0,0.0
CLUSTER BEANS,59.190164835164836,6.6787536035128605,11.28355297220767
COCONUT,43.886448087431695,3.6014279762955317,8.206241637784574
COCONUT KARAM 100G  VELLANKI FOODS,64.36363636363636,1.2060453783110552,1.8737993165849727
COCONUT MANGO,189.4829508196721,17.059805620645502,9.00334597220889
COCONUT MILK YOGURT-BLUEBERRY EPIGAMIA,70.0,,
COCONUT SLICE KGS FLYBERRY,470.0,0.0,0.0
COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL,241.55555555555554,79.4073534238346,32.873329384292155
COKE 250ML,20.0,0.0,0.0
COLD PRESSED SUN DRIED COCONUT OIL 1LT MESMARA,599.0,0.0,0.0
COLD PRESSED WHITE SESAME OIL 500ML MESMARA,350.0,0.0,0.0
COLOUR CUCUMBER,36.42377049180328,5.512030248784935,15.133057820099513
CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND,147.2375,56.544999463133024,38.403938849228645
CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH,355.0,5.163977794943222,1.4546416323783724
COOKING BUTTER 100G MILKY MIST,74.85267857142857,0.8016698279135951,1.0709968476927614
COOKING BUTTER 100g AMUL UNSALTED,64.07692307692308,1.4120361729949262,2.2036578930292965
COOKING BUTTER 200G HERITAGE,129.79166666666666,1.0206207261596598,0.7863530474424346
COOKING BUTTER 500g HERITAGE,301.1764705882353,77.61140001162656,25.76941016011038
COOKING BUTTER UNSALTED 200g MILKY MIST,145.14285714285714,4.6291004988627495,3.1893408948857527
COOKING UNSALTED BUTTER 500g MILKY MIST,355.0,0.0,0.0
COPRA POWDER 100G EVR,52.02272727272727,12.597179067336683,24.21476098570616
CORIANDER,93.54021978021977,27.55342312523581,29.45623090257301
CORIANDER 200g,67.5,2.517544074890082,3.7296949257630843
CORN FLAKES 200G EVR,49.0,0.0,0.0
CORN FLAKES MIXTURE250g VELLANKI FOODS,136.9035714285714,3.9430454147596583,2.880162565238057
CORN FLOUR 200g EVR,38.0,0.0,0.0
COW GHEE 200ml JAR AMUL HIGH AROMA,145.83225806451614,27.234639549622266,18.67531910366064
COW GHEE 250G VELLANKI FOODS,225.0,0.0,0.0
COW GHEE 350g SIDS FARM,502.7027027027027,16.439898730535717,3.270302435644202
COW GHEE 500ml PET JAR MILKYMIST,423.0,8.0,1.8912529550827424
COW MILK 500ML POUCH SIDS FARM,41.86049180327869,1.8872319047470245,4.508384453809041
COW MILK 500ml GOLDEN HERITAGE,31.0,,
CREAMY COFFEE HAZELNUT 22g CONTINENTAL,30.0,0.0,0.0
CRUNCHY BANANA CHIPS 100g FLYBERRY,125.0,0.0,0.0
CRUNCHY BANANA CHIPS 250g FLYBERRY,299.0,0.0,0.0
CRUNCHY BANANA CHIPS 65g FLYBERRY,99.0,0.0,0.0
CUCUMBER,39.53939890710382,8.289534323894904,20.96525125071026
CUCUMBER WHITE,69.0,,
CUMIN JEERA KG FLYBERRY,950.0,0.0,0.0
CURD 135g POUCH MILKY MIST,10.0,0.0,0.0
CURD 500g POUCH HERITAGE,49.856263736263735,1.9391082123854404,3.8893973737045195
CURD CUP 200G HERITAGE,25.0,0.0,0.0
CURD CUP 400GHERITAGE,46.06587209302325,1.5018167734351138,3.260150530532486
CURD POUCH 400g MILKY MIST,41.93760233918129,0.815955293466298,1.9456412573781567
CURD TUB 1KG HERITAGE,108.83446927374301,2.4508244709757876,2.2518825950365198
CURRY LEAVES,94.00524590163934,5.473190686003379,5.822218359739361
CUSTARD APPLE ANAND,272.8720930232558,14.844921105433285,5.440248924307592
DABBAKAI,50.06896551724138,1.5568061280060033,3.1093235338962875
DALCHINI 50g,60.0,0.0,0.0
DALMOTI 250g VELLANKI FOODS,151.91489361702128,3.9558302541076853,2.6039778983622015
DAMPUDU BIYYAM 1Kg AISHWARYA,74.0,2.2360679774997907,3.021713483107825
DARK CHOCOLATE 150g AMUL,200.0,0.0,0.0
DARK CHOCOLATE 150g BEST WISHES AMUL,192.25,52.05573935696237,27.0771075978998
DASHERI MANGO KG LOOSE,214.0463,10.9596097452271,5.1202051823493795
DATE BITES 160g FLYBERRY,298.6785483870968,2.5311125311137994,0.8474370003410482
DATES POWDER 180g FLYBERRY,399.0,0.0,0.0
DEHYDRATED GINGER  KGS FLYBERRY,1035.0,,
DEHYDRATED KIWI KG FLYBERRY,870.0,0.0,0.0
DEHYDRATED MANGO KG FLYBERRY,1250.0,0.0,0.0
DEHYDRATED PAPAYA  KGS FLYBERRY,809.98,0.028284271247436175,0.0034919715607096688
DEHYDRATED PINEAPPLE KG FLYBERRY,1200.0,0.0,0.0
DERI DATES KG FLYBERRY,895.0,15.0,1.675977653631285
DESI COW GHEE 500ml JIVIKA ORGANICS,999.0,0.0,0.0
DIAMOND MISRI 200G,37.407407407407405,4.423430404998889,11.825011973759409
DILKUSH GRAPES KG LOOSE,147.41287878787878,18.391563598157767,12.476225787994066
DISCO PUMPKIN,37.86448275862069,7.458026938613946,19.696629652008017
DONDAKAI,45.979562841530054,17.35815787642189,37.75189846029485
DOODH PEDA 200g HERITAGE,124.64179104477611,0.9764365555359492,0.7833941949575931
DOSA BATTER MIX 900g DSL,80.0,0.0,0.0
DOSE WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,125.0,0.0,0.0
DOUBLE BEANS,119.0,,
DOUBLE HORSE URAD ROUND 1KG,189.4805194805195,22.236533707067224,11.735524985909365
DR GOOD EGGS CAROTENOID 12 PACK,155.8237762237762,12.205251456012752,7.83272729733168
DR GOOD EGGS CAROTENOID 30 PACK,373.0120481927711,31.42683876138726,8.425153802309891
DRAGAN FRUIT JUICE,100.0,0.0,0.0
DRAGON  FRUIT,170.2914207650273,33.84876739283562,19.87696575715406
DRIED BLACKBERRY KG FLYBERRY,3250.0,0.0,0.0
DRIED BLUEBERRY KG FLYBERRY,2599.056603773585,6.868028197434445,0.2642508126780585
DRIED CRANBERRY WHOLE KG FLYBERRY,1100.0,0.0,0.0
DRIED DATES YELLOW250 GM,125.0,,
DRUMSTICK,8.155355191256831,3.0772957586707177,37.73343633113387
DRY CHURRA KG FLYBERRY,745.0704347826087,23.64136426579114,3.173037495802534
DRY COCONUT 250G EVR,138.47826086956522,9.479191551169766,6.845256065208936
DRY COCONUT KG FLYBERRY,600.0,0.0,0.0
EGGS 12PS FARM MADE FREE RANGE U N V,289.0,0.0,0.0
EGGS 6PC FARM MADE FREE RANGE U N V,149.0,0.0,0.0
EGGS 6PC JUST LAID VN POULTRY,80.0,0.0,0.0
EGGS 6PC UPF HEALTHY WHITE U N V,89.0,0.0,0.0
ELEPHANT FOREST HONEY 250G 1+1,81.12,4.628255610918657,5.705443307345484
ELEPHANT FOREST HONEY 500G 1+1,159.5,,
ELEPHANT SEEDED DATES 400G(CUPS) (1+1 OFFER),115.0,0.0,0.0
ELEPHANT SEEDLESS HONEY DATES400G+10,199.0,0.0,0.0
ELEPHANT YAM,97.46782608695652,27.351045037065134,28.06161390391916
ENG ITEM BROCOLI SAMBERRY,380.84885245901637,134.8164816011502,35.39894651925148
ENG ITEM CELERY SAMBERRRY,221.06451612903226,7.491931143441224,3.3890247402112648
ENG ITEM CHINESE CABBAGE SAMBERRY,209.00714285714284,28.36318803555181,13.570439578200519
ENG ITEM COLOUR CABBAGE SAMBERRY,207.45624999999998,15.008228006488217,7.234406293610444
ENG ITEM GREEN LETTUCE SAMBERRY,256.41289940828403,31.18073354684883,12.160360738014205
ENG ITEM PARSLEY SAMBERRY,312.44444444444446,10.34818666821687,3.3120085353467936
EUROPEN CUCUMBER,63.641366120218585,10.326695097655628,16.226388161040564
FIGS AFGHANI NORMAL KG FLYBERRY,1896.7880681818183,30.13059123895666,1.5885059456240986
FILTER COFFE STRONG 5 10ml ID FRESH,55.0,,
FILTER COFFEE 150ML ID FRESH,140.0,27.386127875258307,19.56151991089879
FILTER COFFEE 150ML NEW BOLD ID FRESH,135.0,0.0,0.0
FINGER CHIPS PAPAD 200G EVR,49.028571428571425,7.861661038591927,16.034856430694493
FLAX SEED OIL 1L MESMARA,599.0,0.0,0.0
FLAX SEEDS KGS FLYBERRY,280.0,0.0,0.0
FLY BERRY DERI DATES 255g,199.0,0.0,0.0
FLYBERRY CASHEW 4 PIECE,998.6658333333334,0.7781149521683178,0.07791544740958407
FLYBERRY CRISPY SWEET CORN 12g,49.0,0.0,0.0
FLYBERRY CRUNCHY BANANA CHIPS 25g,49.5,0.0,0.0
FLYBERRY DREAMY DERI DATES 220g,399.0,0.0,0.0
FLYBERRY DREAMY DERI DATES 400G,698.9998333333333,0.0012909944487354157,0.00018469166760441515
FLYBERRY KNOCKOUT KALMI DATES 200g,249.0,0.0,0.0
FLYBERRY KNOCKOUT KALMI DATES 400g,449.0,0.0,0.0
FLYBERRY MEDJOUL MAJESTIC DATES 400g BOX,999.0,0.0,0.0
FLYBERRY MINI MEDJOUL DATES 200g BOX,412.04347826086956,34.43502215750908,8.35713316052241
FLYBERRY SHAHJEERA CARAWAY SEEDS,990.0,,
FLYBERRY SPICE OKRA CHIPS 25g,49.5,0.0,0.0
FLYBERRY SPICED CHICKPEAS CRISP 31g,49.5,0.0,0.0
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,1600.0,0.0,0.0
FOXTAIL MILLET KORRALU BIYYAM 500g,80.0,0.0,0.0
FREEDOM GROUNDNUTOIL 1LT,163.22535211267606,3.606332458719923,2.2094193163268145
FREEDOM MUSTARD OIL 1 Lt,178.0,,
FREEDOM RF SUNFLOWER OIL 1LT POUCH,158.95364238410596,4.331801393330301,2.725197943475025
FREEDOM RICE BRAN 1LTR,156.2183908045977,1.8765708914432555,1.2012483816905541
FREEDOM SUNFLOWER OIL 5LT,794.0347826086957,33.40400913194338,4.20686975729186
FREEDOM SUNFLOWER OIL PET 1LT,168.07692307692307,14.8902470434031,8.859185883946925
FREEDOM SUNFLOWER OIL PET 2LT,352.88851851851854,33.2830544437468,9.431605931378638
FRESH CREAM 200ML HERITAGE,65.0,,
FRESH CREAM 250ML AMUL,69.58823529411765,1.6718280152742886,2.4024578410535
FRESH CREAM 250ml UHT MILKY MIST,80.0,0.0,0.0
FRESH DATES YELLOW BOX ANAND,69.9,0.0,0.0
FRESH LOOSE PANEER,519.9998224852071,0.0017159520407032754,0.00032999088970883076
FRESH PANEER BLOCK 200g AMUL,95.0,0.0,0.0
FRIED GRAM PUTANA 250g,44.97794117647059,0.22278319716975178,0.495316573730362
FRUIT BASKET 120 SADGURU,120.0,,
FRUIT BASKET 170 SADGURU,170.0,0.0,0.0
FRUIT BASKET 200,225.0,0.0,0.0
FRUIT BASKET 200 SADGURU,200.0,0.0,0.0
FRUIT BASKET 240 SADGURU,240.0,,
FRUIT BASKET 250 RAJU,263.3333333333333,11.547005383792508,4.384938753338927
FRUIT BASKET 300 SADGURU,300.0,0.0,0.0
FRUIT BASKET 350 RAJU,350.0,0.0,0.0
FRUIT BASKET 450 SADGURU,160.0,226.27416997969522,141.4213562373095
FRUIT BOWL NRG,45.0,0.0,0.0
FRUIT BREAD 200g SML SPENCERS AKSHAYA NANDA,30.0,0.0,0.0
FRUIT N NUT 150g DARK CHOCOLATE AMUL,199.2,3.9999999999999987,2.0080321285140554
FRUIT YOGHURT BB 100g MILKYMIST,30.0,0.0,0.0
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,35.0,0.0,0.0
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,35.0,0.0,0.0
FULL CREAM MILK 500ml HERITAGE,41.33170731707317,0.4719790542410523,1.1419297311390975
FlyberryAlmondRoastedSalted,2000.0,,
FlyberryBrazilNut,3500.0,0.0,0.0
FlyberryCashew180,2000.0,0.0,0.0
FlyberryHazelnut,1900.0,0.0,0.0
FlyberryMacadamia,5500.0,0.0,0.0
FlyberryMelonSeeds,1000.0,0.0,0.0
FlyberryPeriPeriAlmond,2000.0,,
FlyberryPrunes,1784.2857142857142,41.57609203101498,2.3301252539399906
G ELAICHI 50g,235.0,0.0,0.0
GAJANAN ORANGE PRM HMT RAW RICE 1Kg,85.0,0.0,0.0
GAJANAN ORANGE PRM HMT RAW RICE 5Kg,420.0,0.0,0.0
GAJANAN ORANGE PRM HMT RICE 1Kg,80.0,0.0,0.0
GAJANAN ORANGE PRM HMT RICE 5Kg,385.0,0.0,0.0
GAJANAN TELANGANA SONA RICE 1Kg,75.0,0.0,0.0
GAJANAN TELANGANA SONA RICE 5Kg,336.6666666666667,61.101009266077874,18.148814633488477
GARAM MASALA 100g VELLANKI FOODS,70.88888888888889,1.7638342073763942,2.488167377176732
GARLIC,162.08524590163933,13.51564733480275,8.338604331084309
GARLIC PEELED BOX,64.22139072847682,1.1017979486488414,1.715624554608541
GARLIC PICKLE 250g AHA,100.0,0.0,0.0
GAVVALU SWEET 250G VELLANKI FOODS,141.0897435897436,2.0709100224120016,1.467796290305644
GEMS KG FLYBERRY,600.0,0.0,0.0
GHEE 200ML PET JAR MILKY MIST,183.125,5.303300858899106,2.8960004690234022
GHEE ARISELU 250g VELLANKI FOODS,171.14678899082568,2.1118084582466414,1.2339164939634626
GINGER,99.47765027322404,20.784862609101292,20.894002373411368
GINGER GARLIC PASTE 250G VELLANKI FOODS,116.42857142857143,3.5273781075132966,3.0296499082936292
GINGER PICKLE 250G VELLANKI FOODS,116.35135135135135,2.2511258444537408,1.9347655341414263
GINGER PICKLE 250g AHA,100.0,0.0,0.0
GINGER PICKLE 500g AHA,200.0,0.0,0.0
GOLD DROP SUNFLOWER OIL 1Lt pouch,158.46666666666667,4.197278029526161,2.6486819706727984
GOLDEN COW GHEE 500 ML HERITAGE,375.0,0.0,0.0
GOLDEN KIWI FRUIT BIG,79.0,0.0,0.0
GOLDEN KIWI SMALL,66.44841726618705,9.918753593023666,14.926997513409434
GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA,174.998,0.004472135954992334,0.002555535466115232
GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA,90.0,0.0,0.0
GONGURA PICKLE 250g  AHA,90.0,0.0,0.0
GONGURA PICKLE 250g VELLANKI FOODS,121.57894736842105,2.911963626789093,2.3951215977918947
GONGURA PICKLE 500g  AHA,175.0,0.0,0.0
GONGURA(PUNTIKURA),67.78065934065934,5.450618759988208,8.041554645542618
GRAPE JUICE,54.0,8.944271909999157,16.563466499998437
GREEK CEREALS YOGHURT 100g MILKY MIST,40.0,0.0,0.0
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,40.0,0.0,0.0
GREEK YOGHURT 100g MILKY MIST,40.0,0.0,0.0
GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,59.26829268292683,6.625891564490792,11.179487824861008
GREEK YOGURT ALPHONSO MANGO SMOOTHIE 180ml EPIGAMIA,78.70967741935483,10.160010160015242,12.908209629527562
GREEK YOGURT BLUEBERRY 90g EPIGAMIA,60.0,0.0,0.0
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,80.0,0.0,0.0
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,70.8,2.768874620972689,3.9108398601309173
GREEK YOGURT NATURAL 90g EPIGAMIA,58.62068965517241,2.2476932842896007,3.834300308494025
GREEK YOGURT STRAWBERRY 85g EPIGAMIA,60.0,0.0,0.0
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,80.0,0.0,0.0
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,70.0,0.0,0.0
GREEK YOGURT VANILLA BEAN 90g EPIGAMIA,60.0,0.0,0.0
GREEK YOGURT WILD RASBERRY 85g EPIGAMIA,62.09290697674418,11.07370907268829,17.834096697768967
GREEN APPLE,378.80737226277375,21.779638469629273,5.749528669289209
GREEN CHILLY,75.35027322404372,20.09742355232186,26.671998245533796
GREEN PEAS,181.09258620689656,17.27300749525208,9.538219016607249
GREEN PEAS BATANI 500G EVR,160.0,28.722813232690143,17.95175827043134
GREEN PEAS SEED PAC,446.84313725490193,88.16855960012495,19.7314341989836
GROUND NUT,113.17011976047904,19.702108932068985,17.40928521925034
GROUND NUT OIL 1Lt. COLD PRESSED MESMARA,420.0,0.0,0.0
GUAVA HYBRID BIG ANAND,131.23091549295776,22.225115845215164,16.93588417159814
GUAVA Local,129.0,0.0,0.0
GULAB JAM MIX 200g MILKY MIST,122.5,39.3411651165452,32.11523682983282
GULABI ROUND BRINJAL,77.4477094972067,23.643741761815182,30.52865206125681
Ginger Imbued Honey 250g BT,225.0,0.0,0.0
Ginger Imbued Honey 500g BT,405.0,0.0,0.0
Green Kiwi Small,39.28814207650273,5.187374978398664,13.203411269226459
HAZELNUT CHOCOLATE SPREAD 200g,499.0,,
HEKATPY BUCK WHEAT COOKIES 125g,125.0,0.0,0.0
HEKATPY PEARL MILLET COOKIE 125g,125.0,,
HEKATPY QUINO COOKIES 125g,125.0,0.0,0.0
HEKTAPY HEALTHY DEL JOWAR 125G,125.0,0.0,0.0
HEKTAPY HEALTHY DEL RAGI 125G,125.0,0.0,0.0
HEKTAPY MULTI MILLET S.N,125.0,0.0,0.0
