product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight
Red Banana,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: Red Banana brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0928
TOOR  DAL FATKA POLISHED 1kg,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TOOR  DAL FATKA POLISHED 1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0918
FREEDOM RICE BRAN 1LTR,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FREEDOM RICE BRAN 1LTR brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0905
BABY CORN PEELED,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BABY CORN PEELED brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0903
VENNA VUNDALU 250GMS VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VENNA VUNDALU 250GMS VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0888
MANGO JELLY ROLLS 250g VELLANKI FOODS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MANGO JELLY ROLLS 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0885
NAVARATAN MIXTURE 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: NAVARATAN MIXTURE 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0858
DILKUSH GRAPES KG LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DILKUSH GRAPES KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.085
SMALL CAPSICUM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SMALL CAPSICUM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0848
IDLY BATTER 900g DSL,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY BATTER 900g DSL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0838
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.083
DALMOTI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DALMOTI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0824
JEERA 200g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: JEERA 200g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0812
LANGADA MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: LANGADA MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0803
SANNAPOOSA 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: SANNAPOOSA 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.08
MASALA PALLI 250GMS VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MASALA PALLI 250GMS VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0796
BIG BRINJAL BLUE,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BIG BRINJAL BLUE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0791
NETHI BHERAKAI,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NETHI BHERAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0786
KAJJIKAYALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KAJJIKAYALU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0749
LOBIA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LOBIA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0737
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0692
LEAF ONION,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LEAF ONION brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0677
URAD ROUND UN POLISHED 1kg,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: URAD ROUND UN POLISHED 1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.067
BASMATHI RICE 1KG,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BASMATHI RICE 1KG brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0667
BOORELU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BOORELU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.062
VELLANKI JOWARI FLAKES 250G,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI JOWARI FLAKES 250G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0612
KAJU PAKODI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: KAJU PAKODI 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0607
SINGLE POLISH RICE 5Kg,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: SINGLE POLISH RICE 5Kg brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0607
ICE BERG ENGLISH ITEM SAMBERRY,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ICE BERG ENGLISH ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.06
WHEAT CHAPATI 390G 10PC ID FRESH,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEAT CHAPATI 390G 10PC ID FRESH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0588
ENG ITEM GREEN LETTUCE SAMBERRY,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ENG ITEM GREEN LETTUCE SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0578
ALPHONSO MANGO PC RATNAGIRI,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: ALPHONSO MANGO PC RATNAGIRI brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0573
BELLAM SUNNIVUNDALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BELLAM SUNNIVUNDALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0573
BANDARU HALWA 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BANDARU HALWA 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0565
TAPESWARAM KAJA 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TAPESWARAM KAJA 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0565
VELLANKI JONNA MURKULU 250G,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI JONNA MURKULU 250G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.055
LAL MICHI WITHOUT STEM 200G EVR,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LAL MICHI WITHOUT STEM 200G EVR brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0545
KABULI CHANA 500g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KABULI CHANA 500g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0543
VELLANKI MILLET MIXTURE 250g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI MILLET MIXTURE 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0542
AVOCADO LOCAL,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AVOCADO LOCAL brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0532
WHEAT PAROTA 5PC 400G ID FRESH,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: WHEAT PAROTA 5PC 400G ID FRESH brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0523
MULBERY BOX PACK ANAND,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MULBERY BOX PACK ANAND brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0513
CHOUSA MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHOUSA MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0512
PALLI PEANUT VUNDALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: PALLI PEANUT VUNDALU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0488
NUVVUNDALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: NUVVUNDALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0484
AASHIRVAAD ATTA 1KG,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AASHIRVAAD ATTA 1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0475
VELLANKI VAM MURKULU 250g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI VAM MURKULU 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0475
VELLANKI HEALTHY LADDU 250G,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: VELLANKI HEALTHY LADDU 250G brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0473
SUGAR 1 KG,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SUGAR 1 KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0463
chinna menthi,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: chinna menthi brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0462
MYSORE PAK 250g HARD VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MYSORE PAK 250g HARD VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0458
VELLANKI MILLET MURKULU 250g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI MILLET MURKULU 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0456
MOONG GREEN 500g,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOONG GREEN 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0447
BESAN 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BESAN 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0446
TAMARIND 500g,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TAMARIND 500g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0443
MOONG DAL1kg,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: MOONG DAL1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0441
KURNOOL MURMURA 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KURNOOL MURMURA 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0431
BELLAM KOMMULU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BELLAM KOMMULU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0427
IDLY RAVA1KG,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY RAVA1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0425
JAGGERY KESAR 900G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: JAGGERY KESAR 900G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0421
MILLET MOONG MIX 250g VELLANKI,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MILLET MOONG MIX 250g VELLANKI brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0419
MODERN 100% WHOLE WHEAT BREAD 400G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MODERN 100% WHOLE WHEAT BREAD 400G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0412
NANDA OSMANIA COOKIES 300g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NANDA OSMANIA COOKIES 300g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.04
KOVA KAJJIKAYALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: KOVA KAJJIKAYALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0395
GREEN PEAS SEED PAC,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GREEN PEAS SEED PAC brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0393
SHAH JEERA 50g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SHAH JEERA 50g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0392
JAVATRI 50g,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: JAVATRI 50g brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0383
WHEAT RAWA MEDIUM 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEAT RAWA MEDIUM 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0383
LAL MIRCHI WITH STEM 200G EVR,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LAL MIRCHI WITH STEM 200G EVR brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0382
KHUS KHUS 50G,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KHUS KHUS 50G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0377
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0359
BOMBAY RAWA1Kg,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BOMBAY RAWA1Kg brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0356
MOONG DAL 500G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOONG DAL 500G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0353
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0351
AKSHAYA MULTI FLORAL RAW HOENY 250g,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AKSHAYA MULTI FLORAL RAW HOENY 250g brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.035
GAJANAN TELANGANA SONA RICE 5Kg,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GAJANAN TELANGANA SONA RICE 5Kg brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0347
VELLANKI  PESARA MURKULU 250G,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI  PESARA MURKULU 250G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0341
JAGGERY KESAR 450G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: JAGGERY KESAR 450G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0339
GINGER GARLIC PASTE 250G VELLANKI FOODS,vegetables,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: GINGER GARLIC PASTE 250G VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.033
RAGI FLOUR 500G,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RAGI FLOUR 500G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.032
Raw Forest Honey 500g BT,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: Raw Forest Honey 500g BT brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.032
GAJANAN ORANGE PRM HMT RICE 5Kg,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GAJANAN ORANGE PRM HMT RICE 5Kg brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0318
DRY COCONUT 250G EVR,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DRY COCONUT 250G EVR brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0308
FRIED GRAM PUTANA 250g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: FRIED GRAM PUTANA 250g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0308
JUJUBIES FLYBERRY,<NA>,0,UNKNOWN,85,Personal Care,synthetic: brand consensus; query: JUJUBIES FLYBERRY brand category India,0,,,75,Personal Care,none,Personal Care,85.21,HIGH,AUTO-MAP,"Web→Personal Care:85, Brand/Price→Personal Care:75",0.0303
MANGO PICKLE 250G VELLANKI FOODS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MANGO PICKLE 250G VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0298
PONAGANTI KURA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PONAGANTI KURA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0296
CHANA DAL 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHANA DAL 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0293
DISCO PUMPKIN,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DISCO PUMPKIN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0286
NANDA MUFFIN VANILLA 240g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NANDA MUFFIN VANILLA 240g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0283
GAJANAN ORANGE PRM HMT RAW RICE 5Kg,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GAJANAN ORANGE PRM HMT RAW RICE 5Kg brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0281
DALCHINI 50g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DALCHINI 50g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0279
BROWN CHANA 500g,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BROWN CHANA 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0276
CORIANDER 200g,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CORIANDER 200g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0273
JIVIKA RED CHILLI POWDER 200GMS,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: JIVIKA RED CHILLI POWDER 200GMS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0268
PASUPU KOMMULU,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: PASUPU KOMMULU brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0268
BLACK PEPPER WHOLE 50G,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BLACK PEPPER WHOLE 50G brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.026
