product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight,_pnorm
BROWN ANJEER BOX TURKEY,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BROWN ANJEER BOX TURKEY brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1621,brown anjeer box turkey
MALLIKA MANGO Kg LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MALLIKA MANGO Kg LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1594,mallika mango kg loose
GROUND NUT,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: GROUND NUT brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1588,ground nut
BOONDI LADDU 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BOONDI LADDU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1554,boondi laddu 250g vellanki foods
pink Dragon Fruit,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: pink Dragon Fruit brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1554,pink dragon fruit
NATU DONDAKAI,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NATU DONDAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1536,natu dondakai
CHAMA DUMPA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHAMA DUMPA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1514,chama dumpa
ULAVACHARU 250g HASSTA,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: ULAVACHARU 250g HASSTA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1508,ulavacharu 250g hassta
ELEPHANT YAM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ELEPHANT YAM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1492,elephant yam
MIXTURE 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MIXTURE 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1472,mixture 250g vellanki foods
PUDHINA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PUDHINA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1392,pudhina
THOTAPURI MANGO,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THOTAPURI MANGO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1369,thotapuri mango
RIBBON PAKODI 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: RIBBON PAKODI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1298,ribbon pakodi 250g vellanki foods
BOONDI 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BOONDI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1296,boondi 250g vellanki foods
WHITE RADISH,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE RADISH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1266,white radish
SNAKE GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SNAKE GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1213,snake gourd
G ELAICHI 50g,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: G ELAICHI 50g brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1166,g elaichi 50g
DOODH PEDA 200g HERITAGE,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DOODH PEDA 200g HERITAGE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1159,doodh peda 200g heritage
Pomogranate Pack of 4,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: Pomogranate Pack of 4 brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1157,pomogranate pack of 4
SIMLA APPLE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: SIMLA APPLE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1152,simla apple
TOMATO (APPLE) hybrid,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TOMATO (APPLE) hybrid brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1146,tomato (apple) hybrid
CORN FLAKES MIXTURE250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CORN FLAKES MIXTURE250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1137,corn flakes mixture250g vellanki foods
CHINTA CHIGURU,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CHINTA CHIGURU brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.1081,chinta chiguru
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1081,whole meal brown bread 400g spencers akshaya foods
BACHALAKURA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BACHALAKURA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1069,bachalakura
Royalaga Pack of 4,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: Royalaga Pack of 4 brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1066,royalaga pack of 4
GARLIC PEELED BOX,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GARLIC PEELED BOX brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1049,garlic peeled box
Small Bitter Gourd,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Small Bitter Gourd brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1041,small bitter gourd
PARVAL,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PARVAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1033,parval
BOONDI MITAI ATCHU 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BOONDI MITAI ATCHU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1019,boondi mitai atchu 250g vellanki foods
BABY POTATO,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BABY POTATO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0998,baby potato
CHICOOS(Sapota),fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHICOOS(Sapota) brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0992,chicoos(sapota)
BLACK GRAPES,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BLACK GRAPES brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.098,black grapes
DOUBLE HORSE URAD ROUND 1KG,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DOUBLE HORSE URAD ROUND 1KG brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0973,double horse urad round 1kg
LONG CHILLIES,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LONG CHILLIES brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0963,long chillies
TOOR DAL PRM UNPOLISHED FATKA 1KG,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TOOR DAL PRM UNPOLISHED FATKA 1KG brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0959,toor dal prm unpolished fatka 1kg
NUVVULA CHIKKI 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: NUVVULA CHIKKI 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0942,nuvvula chikki 250g vellanki foods
Red Banana,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: Red Banana brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0928,red banana
TOOR  DAL FATKA POLISHED 1kg,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: TOOR  DAL FATKA POLISHED 1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0918,toor  dal fatka polished 1kg
FREEDOM RICE BRAN 1LTR,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: FREEDOM RICE BRAN 1LTR brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0905,freedom rice bran 1ltr
BABY CORN PEELED,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BABY CORN PEELED brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0903,baby corn peeled
VENNA VUNDALU 250GMS VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VENNA VUNDALU 250GMS VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0888,venna vundalu 250gms vellanki foods
MANGO JELLY ROLLS 250g VELLANKI FOODS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MANGO JELLY ROLLS 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0885,mango jelly rolls 250g vellanki foods
NAVARATAN MIXTURE 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: NAVARATAN MIXTURE 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0858,navaratan mixture 250g vellanki foods
DILKUSH GRAPES KG LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DILKUSH GRAPES KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.085,dilkush grapes kg loose
SMALL CAPSICUM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SMALL CAPSICUM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0848,small capsicum
IDLY BATTER 900g DSL,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY BATTER 900g DSL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0838,idly batter 900g dsl
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.083,whole wheat bread 400g  spencers akshaya foods
DALMOTI 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DALMOTI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0824,dalmoti 250g vellanki foods
JEERA 200g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: JEERA 200g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0812,jeera 200g
LANGADA MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: LANGADA MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0803,langada mango kg loose
SANNAPOOSA 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: SANNAPOOSA 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.08,sannapoosa 250g vellanki foods
MASALA PALLI 250GMS VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MASALA PALLI 250GMS VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0796,masala palli 250gms vellanki foods
BIG BRINJAL BLUE,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BIG BRINJAL BLUE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0791,big brinjal blue
NETHI BHERAKAI,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NETHI BHERAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0786,nethi bherakai
KAJJIKAYALU 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KAJJIKAYALU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0749,kajjikayalu 250g vellanki foods
LOBIA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LOBIA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0737,lobia
LEAF ONION,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LEAF ONION brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0677,leaf onion
URAD ROUND UN POLISHED 1kg,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: URAD ROUND UN POLISHED 1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.067,urad round un polished 1kg
BASMATHI RICE 1KG,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BASMATHI RICE 1KG brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0667,basmathi rice 1kg
BOORELU 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BOORELU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.062,boorelu 250g vellanki foods
VELLANKI JOWARI FLAKES 250G,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI JOWARI FLAKES 250G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0612,vellanki jowari flakes 250g
SINGLE POLISH RICE 5Kg,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: SINGLE POLISH RICE 5Kg brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.0607,single polish rice 5kg
ICE BERG ENGLISH ITEM SAMBERRY,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ICE BERG ENGLISH ITEM SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.06,ice berg english item samberry
WHEAT CHAPATI 390G 10PC ID FRESH,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHEAT CHAPATI 390G 10PC ID FRESH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0588,wheat chapati 390g 10pc id fresh
ENG ITEM GREEN LETTUCE SAMBERRY,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ENG ITEM GREEN LETTUCE SAMBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0578,eng item green lettuce samberry
ALPHONSO MANGO PC RATNAGIRI,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: ALPHONSO MANGO PC RATNAGIRI brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0573,alphonso mango pc ratnagiri
BELLAM SUNNIVUNDALU 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BELLAM SUNNIVUNDALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0573,bellam sunnivundalu 250g vellanki foods
BANDARU HALWA 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BANDARU HALWA 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0565,bandaru halwa 250g vellanki foods
TAPESWARAM KAJA 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TAPESWARAM KAJA 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0565,tapeswaram kaja 250g vellanki foods
VELLANKI JONNA MURKULU 250G,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI JONNA MURKULU 250G brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.055,vellanki jonna murkulu 250g
LAL MICHI WITHOUT STEM 200G EVR,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: LAL MICHI WITHOUT STEM 200G EVR brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0545,lal michi without stem 200g evr
KABULI CHANA 500g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KABULI CHANA 500g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0543,kabuli chana 500g
VELLANKI MILLET MIXTURE 250g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI MILLET MIXTURE 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0542,vellanki millet mixture 250g
AVOCADO LOCAL,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AVOCADO LOCAL brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0532,avocado local
WHEAT PAROTA 5PC 400G ID FRESH,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: WHEAT PAROTA 5PC 400G ID FRESH brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0523,wheat parota 5pc 400g id fresh
MULBERY BOX PACK ANAND,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MULBERY BOX PACK ANAND brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0513,mulbery box pack anand
CHOUSA MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHOUSA MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0512,chousa mango kg loose
NUVVUNDALU 250g VELLANKI FOODS,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: NUVVUNDALU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0484,nuvvundalu 250g vellanki foods
AASHIRVAAD ATTA 1KG,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: AASHIRVAAD ATTA 1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0475,aashirvaad atta 1kg
VELLANKI VAM MURKULU 250g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI VAM MURKULU 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0475,vellanki vam murkulu 250g
VELLANKI HEALTHY LADDU 250G,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: VELLANKI HEALTHY LADDU 250G brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0473,vellanki healthy laddu 250g
SUGAR 1 KG,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SUGAR 1 KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0463,sugar 1 kg
chinna menthi,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: chinna menthi brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0462,chinna menthi
MYSORE PAK 250g HARD VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MYSORE PAK 250g HARD VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0458,mysore pak 250g hard vellanki foods
VELLANKI MILLET MURKULU 250g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VELLANKI MILLET MURKULU 250g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0456,vellanki millet murkulu 250g
MOONG GREEN 500g,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOONG GREEN 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0447,moong green 500g
BESAN 500g,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BESAN 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0446,besan 500g
TAMARIND 500g,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TAMARIND 500g brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0443,tamarind 500g
MOONG DAL1kg,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: MOONG DAL1kg brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.0441,moong dal1kg
KURNOOL MURMURA 500g,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KURNOOL MURMURA 500g brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0431,kurnool murmura 500g
BELLAM KOMMULU 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BELLAM KOMMULU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.0427,bellam kommulu 250g vellanki foods
IDLY RAVA1KG,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY RAVA1KG brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.0425,idly rava1kg
